1048585  	Q0	7187155	0	68.0293	test
1048585  	Q0	7187158	0	68.0065	test
1048585  	Q0	7187157	0	67.9425	test
1048585  	Q0	7187160	0	67.7816	test
1048585  	Q0	7617404	0	67.6984	test
1048585  	Q0	7187156	0	67.6908	test
1048585  	Q0	7187163	0	67.5739	test
1048585  	Q0	6703279	0	54.2017	test
1048585  	Q0	3856131	0	54.1331	test
1048585  	Q0	4762300	0	53.9819	test
2        	Q0	5335529	0	47.9411	test
2        	Q0	2731175	0	47.5983	test
2        	Q0	2022785	0	40.1417	test
2        	Q0	1782335	0	40.131	test
2        	Q0	6285822	0	40.1242	test
2        	Q0	2022779	0	40.1204	test
2        	Q0	2022782	0	40.1189	test
2        	Q0	1817998	0	40.1048	test
2        	Q0	3634076	0	40.1038	test
2        	Q0	3420297	0	40.1014	test
524332   	Q0	1518543	0	61.0304	test
524332   	Q0	6796415	0	61.0137	test
524332   	Q0	1352548	0	60.9576	test
524332   	Q0	1518541	0	60.8901	test
524332   	Q0	1512632	0	60.8657	test
524332   	Q0	1966060	0	60.7997	test
524332   	Q0	6742354	0	60.7471	test
524332   	Q0	5922366	0	60.7322	test
524332   	Q0	1194314	0	60.7305	test
524332   	Q0	1194319	0	60.6493	test
1048642  	Q0	1260592	0	25.5726	test
1048642  	Q0	7696839	0	25.5581	test
1048642  	Q0	7010197	0	25.5545	test
1048642  	Q0	1260589	0	25.5509	test
1048642  	Q0	1322233	0	25.547	test
1048642  	Q0	1260590	0	25.5431	test
1048642  	Q0	7794299	0	25.5368	test
1048642  	Q0	7959743	0	25.534	test
1048642  	Q0	389196	0	25.5322	test
1048642  	Q0	7187024	0	25.5305	test
524447   	Q0	2069785	0	62.4845	test
524447   	Q0	244393	0	62.4606	test
524447   	Q0	3541560	0	62.4534	test
524447   	Q0	2470143	0	62.4505	test
524447   	Q0	1730122	0	62.4286	test
524447   	Q0	1730118	0	62.421	test
524447   	Q0	2470137	0	62.4128	test
524447   	Q0	8454456	0	62.4049	test
524447   	Q0	3541558	0	62.4012	test
524447   	Q0	3428482	0	62.3997	test
786674   	Q0	4601595	0	41.8778	test
786674   	Q0	4601597	0	41.8676	test
786674   	Q0	7936549	0	41.8618	test
786674   	Q0	4813837	0	41.8396	test
786674   	Q0	6667866	0	41.8371	test
786674   	Q0	7936551	0	41.8035	test
786674   	Q0	7936558	0	41.792	test
786674   	Q0	6667865	0	41.7864	test
786674   	Q0	7936555	0	41.7377	test
786674   	Q0	5380527	0	41.5775	test
1048876  	Q0	7887619	0	86.8778	test
1048876  	Q0	7887624	0	73.9768	test
1048876  	Q0	7887622	0	73.9479	test
1048876  	Q0	7887620	0	73.9479	test
1048876  	Q0	4881033	0	73.9032	test
1048876  	Q0	3260725	0	73.9014	test
1048876  	Q0	420072	0	62.534	test
1048876  	Q0	5421038	0	62.4209	test
1048876  	Q0	5464524	0	62.4157	test
1048876  	Q0	420070	0	62.3864	test
1048917  	Q0	4420508	0	54.6179	test
1048917  	Q0	7186456	0	54.5217	test
1048917  	Q0	7186455	0	54.3647	test
1048917  	Q0	7186461	0	54.1372	test
1048917  	Q0	7748560	0	54.0871	test
1048917  	Q0	1332696	0	53.7	test
1048917  	Q0	4298896	0	53.6884	test
1048917  	Q0	1059091	0	53.6206	test
1048917  	Q0	8392440	0	53.5554	test
1048917  	Q0	7186457	0	53.249	test
786786   	Q0	7807976	0	32.9219	test
786786   	Q0	1506589	0	32.747	test
786786   	Q0	7807972	0	32.7319	test
786786   	Q0	3994553	0	32.5726	test
786786   	Q0	2413735	0	32.5582	test
786786   	Q0	457430	0	32.553	test
786786   	Q0	3249205	0	32.4783	test
786786   	Q0	1433442	0	32.476	test
786786   	Q0	1508126	0	32.475	test
786786   	Q0	1659682	0	32.4613	test
524699   	Q0	6048221	0	41.2833	test
524699   	Q0	1332771	0	41.2824	test
524699   	Q0	772622	0	41.2688	test
524699   	Q0	1375282	0	41.2614	test
524699   	Q0	4859589	0	41.2587	test
524699   	Q0	1375286	0	41.2577	test
524699   	Q0	1375289	0	41.256	test
524699   	Q0	4817212	0	41.252	test
524699   	Q0	6192306	0	41.2289	test
524699   	Q0	6048217	0	41.2274	test
1048995  	Q0	5183032	0	59.6766	test
1048995  	Q0	7744105	0	59.6469	test
1048995  	Q0	4016305	0	59.5898	test
1048995  	Q0	264181	0	59.5499	test
1048995  	Q0	4902478	0	59.5412	test
1048995  	Q0	1910088	0	59.5226	test
1048995  	Q0	4277837	0	59.5125	test
1048995  	Q0	4275904	0	59.5122	test
1048995  	Q0	1910093	0	59.5113	test
1048995  	Q0	1251537	0	59.507	test
786857   	Q0	443282	0	34.527	test
786857   	Q0	1289057	0	34.4425	test
786857   	Q0	7777219	0	34.4029	test
786857   	Q0	2532785	0	34.3921	test
786857   	Q0	5535980	0	34.3734	test
786857   	Q0	8176937	0	34.3219	test
786857   	Q0	8378180	0	34.3138	test
786857   	Q0	126044	0	34.2614	test
786857   	Q0	647342	0	34.2593	test
786857   	Q0	190773	0	34.2462	test
524722   	Q0	7471189	0	54.4616	test
524722   	Q0	7471194	0	54.4449	test
524722   	Q0	7471187	0	54.4389	test
524722   	Q0	5227477	0	54.4042	test
524722   	Q0	2025309	0	54.3559	test
524722   	Q0	6088478	0	54.3075	test
524722   	Q0	4179054	0	54.2944	test
524722   	Q0	6722575	0	54.2572	test
524722   	Q0	7471292	0	54.2489	test
524722   	Q0	6088487	0	54.2242	test
873886   	Q0	4010721	0	63.0616	test
873886   	Q0	4569423	0	63.0597	test
873886   	Q0	6297386	0	63.0051	test
873886   	Q0	7069937	0	61.1387	test
873886   	Q0	7913232	0	60.8934	test
873886   	Q0	7913234	0	60.8642	test
873886   	Q0	4569420	0	60.768	test
873886   	Q0	4356420	0	60.7381	test
873886   	Q0	2614678	0	60.7067	test
873886   	Q0	6136192	0	60.6976	test
524733   	Q0	7623633	0	29.2377	test
524733   	Q0	1713840	0	29.1936	test
524733   	Q0	4833211	0	29.1893	test
