1048585  	Q0	7187155	0	68.0293	test
1048585  	Q0	7187158	0	68.0065	test
1048585  	Q0	7187157	0	67.9425	test
1048585  	Q0	7187160	0	67.7816	test
1048585  	Q0	7617404	0	67.6984	test
1048585  	Q0	7187156	0	67.6908	test
1048585  	Q0	7187163	0	67.5739	test
1048585  	Q0	6703279	0	54.2017	test
1048585  	Q0	3856131	0	54.1331	test
1048585  	Q0	4762300	0	53.9819	test
1048585  	Q0	5767267	0	53.9453	test
1048585  	Q0	4948151	0	53.7977	test
1048585  	Q0	2649706	0	53.7877	test
1048585  	Q0	558604	0	53.6462	test
1048585  	Q0	8258810	0	53.6171	test
1048585  	Q0	5767266	0	53.4923	test
1048585  	Q0	8227279	0	53.4508	test
1048585  	Q0	2298842	0	53.3791	test
1048585  	Q0	2844464	0	53.3574	test
1048585  	Q0	7397716	0	53.3193	test
1048585  	Q0	5641356	0	53.3122	test
1048585  	Q0	5309807	0	52.9684	test
1048585  	Q0	3856132	0	52.3548	test
1048585  	Q0	2298834	0	52.3202	test
1048585  	Q0	7458483	0	52.3182	test
1048585  	Q0	2298843	0	52.3069	test
1048585  	Q0	6589776	0	52.2899	test
1048585  	Q0	3856128	0	52.2848	test
1048585  	Q0	7187162	0	52.2405	test
1048585  	Q0	1416103	0	52.2398	test
1048585  	Q0	6446063	0	52.2186	test
1048585  	Q0	2298838	0	52.2177	test
1048585  	Q0	2298839	0	52.213	test
1048585  	Q0	7187159	0	52.2039	test
1048585  	Q0	7546324	0	52.1997	test
1048585  	Q0	6446065	0	52.1922	test
1048585  	Q0	7546331	0	52.1794	test
1048585  	Q0	8227281	0	52.1493	test
1048585  	Q0	4320285	0	52.1412	test
1048585  	Q0	7187164	0	52.1401	test
1048585  	Q0	5374656	0	52.1193	test
1048585  	Q0	7546327	0	52.1098	test
1048585  	Q0	8227273	0	52.1081	test
1048585  	Q0	3856133	0	52.1029	test
1048585  	Q0	7617412	0	52.1026	test
1048585  	Q0	8745723	0	52.101	test
1048585  	Q0	2677713	0	52.0929	test
1048585  	Q0	7546325	0	52.0873	test
1048585  	Q0	1257976	0	52.0734	test
1048585  	Q0	8227276	0	52.0729	test
2        	Q0	5335529	0	47.9411	test
2        	Q0	2731175	0	47.5983	test
2        	Q0	2022785	0	40.1417	test
2        	Q0	1782335	0	40.131	test
2        	Q0	6285822	0	40.1242	test
2        	Q0	2022779	0	40.1204	test
2        	Q0	2022782	0	40.1189	test
2        	Q0	1817998	0	40.1048	test
2        	Q0	3634076	0	40.1038	test
2        	Q0	3420297	0	40.1014	test
2        	Q0	5414414	0	40.1013	test
2        	Q0	6285819	0	40.0951	test
2        	Q0	1103928	0	40.0945	test
2        	Q0	112130	0	40.0936	test
2        	Q0	1782337	0	40.0927	test
2        	Q0	6285817	0	40.0916	test
2        	Q0	6544871	0	40.09	test
2        	Q0	6544868	0	40.0896	test
2        	Q0	8066640	0	40.0886	test
2        	Q0	112132	0	40.0826	test
2        	Q0	112127	0	40.0821	test
2        	Q0	6285816	0	40.0812	test
2        	Q0	2022784	0	40.0721	test
2        	Q0	7496503	0	40.0626	test
2        	Q0	6285820	0	40.0624	test
2        	Q0	404991	0	40.0615	test
2        	Q0	4339068	0	40.0614	test
2        	Q0	1994022	0	40.0544	test
2        	Q0	4487671	0	40.0542	test
2        	Q0	2224834	0	40.0511	test
2        	Q0	6285821	0	40.0488	test
2        	Q0	1001876	0	40.0469	test
2        	Q0	1782334	0	40.0443	test
2        	Q0	6285818	0	40.0429	test
2        	Q0	6501746	0	40.0389	test
2        	Q0	2948035	0	40.0381	test
2        	Q0	2119975	0	40.0372	test
2        	Q0	2203611	0	40.0359	test
2        	Q0	6887343	0	40.0351	test
2        	Q0	4339075	0	40.0331	test
2        	Q0	112131	0	40.0262	test
2        	Q0	7496506	0	40.0249	test
2        	Q0	3763804	0	40.0242	test
2        	Q0	1571085	0	40.0229	test
2        	Q0	4945933	0	40.0207	test
2        	Q0	5414417	0	40.0189	test
2        	Q0	4339072	0	40.0168	test
2        	Q0	3197408	0	40.0151	test
2        	Q0	7496505	0	40.015	test
2        	Q0	3368335	0	40.0136	test
524332   	Q0	1518543	0	61.0304	test
524332   	Q0	6796415	0	61.0137	test
524332   	Q0	1352548	0	60.9576	test
524332   	Q0	1518541	0	60.8901	test
524332   	Q0	1512632	0	60.8657	test
524332   	Q0	1966060	0	60.7997	test
524332   	Q0	6742354	0	60.7471	test
524332   	Q0	5922366	0	60.7322	test
524332   	Q0	1194314	0	60.7305	test
524332   	Q0	1194319	0	60.6493	test
524332   	Q0	3722951	0	60.5716	test
524332   	Q0	1151629	0	60.301	test
524332   	Q0	1512627	0	49.142	test
524332   	Q0	4684306	0	49.0521	test
524332   	Q0	4603883	0	49.0184	test
524332   	Q0	3380615	0	49.0139	test
524332   	Q0	1806828	0	48.9609	test
524332   	Q0	8504560	0	48.8897	test
524332   	Q0	1446062	0	48.8877	test
524332   	Q0	2449487	0	48.882	test
524332   	Q0	7163762	0	48.8753	test
524332   	Q0	3801127	0	48.8392	test
524332   	Q0	4225408	0	48.8208	test
524332   	Q0	1895383	0	48.7521	test
524332   	Q0	4558520	0	48.7458	test
524332   	Q0	4311510	0	48.7062	test
524332   	Q0	4348082	0	48.6867	test
524332   	Q0	8122869	0	48.5942	test
524332   	Q0	1332945	0	48.5922	test
524332   	Q0	3007884	0	48.5286	test
524332   	Q0	2159527	0	48.4321	test
524332   	Q0	7823694	0	45.6626	test
524332   	Q0	7494170	0	45.6549	test
524332   	Q0	7494174	0	45.6533	test
524332   	Q0	1512631	0	45.6334	test
524332   	Q0	217531	0	45.6299	test
524332   	Q0	3208197	0	45.6242	test
524332   	Q0	3452370	0	45.6105	test
524332   	Q0	3208198	0	45.6026	test
524332   	Q0	1724538	0	45.5973	test
524332   	Q0	7552020	0	45.5942	test
524332   	Q0	2894823	0	45.591	test
524332   	Q0	436581	0	45.5849	test
524332   	Q0	3035474	0	45.5827	test
524332   	Q0	3208200	0	45.5796	test
